epoch,total_loss,mse_b,mse_f
0,2317.74560546875,0.10602926462888718,2317.6396484375
1,2324.591796875,0.003483343869447708,2324.58837890625
2,2331.584716796875,0.03516574576497078,2331.549560546875
3,2338.585205078125,0.06308143585920334,2338.522216796875
4,2345.55712890625,0.0504753552377224,2345.506591796875
5,2352.528564453125,0.025605661794543266,2352.5029296875
6,2359.5224609375,0.010387647897005081,2359.511962890625
7,2366.543212890625,0.011271687224507332,2366.531982421875
8,2373.58447265625,0.02279052510857582,2373.561767578125
9,2380.6328125,0.034697070717811584,2380.59814453125
10,2387.6787109375,0.039766326546669006,2387.638916015625
11,2394.718505859375,0.0368511825799942,2394.681640625
12,2401.75244140625,0.028873279690742493,2401.7236328125
13,2408.7822265625,0.019877362996339798,2408.762451171875
14,2415.80859375,0.01325414702296257,2415.79541015625
15,2422.831298828125,0.011051002889871597,2422.8203125
16,2429.849609375,0.013913381844758987,2429.835693359375
17,2436.861328125,0.02133374847471714,2436.840087890625
18,2443.864013671875,0.03202623128890991,2443.83203125
19,2450.85546875,0.0443488247692585,2450.81103515625
20,2457.83349609375,0.05671772360801697,2457.77685546875
21,2464.797119140625,0.06792308390140533,2464.729248046875
22,2471.74560546875,0.07726878672838211,2471.66845703125
23,2478.6787109375,0.0845513567328453,2478.59423828125
24,2485.597412109375,0.0899527296423912,2485.507568359375
25,2492.5029296875,0.09391024708747864,2492.408935546875
26,2499.395751953125,0.09699384868144989,2499.298828125
27,2506.278076171875,0.0998212993144989,2506.17822265625
28,2513.151611328125,0.10302145779132843,2513.048583984375
29,2520.017822265625,0.107224240899086,2519.91064453125
30,2526.879638671875,0.11305368691682816,2526.7666015625
31,2533.738525390625,0.12110801041126251,2533.617431640625
32,2540.597900390625,0.13191913068294525,2540.466064453125
33,2547.460205078125,0.14590224623680115,2547.314208984375
34,2554.3271484375,0.16331420838832855,2554.163818359375
35,2561.20166015625,0.18423736095428467,2561.017333984375
36,2568.084228515625,0.20860323309898376,2567.875732421875
37,2574.976806640625,0.2362537384033203,2574.740478515625
38,2581.878662109375,0.26702094078063965,2581.611572265625
39,2588.7890625,0.3007930517196655,2588.48828125
40,2595.706787109375,0.33754637837409973,2595.369140625
41,2602.629638671875,0.3773462772369385,2602.252197265625
42,2609.5546875,0.42032620310783386,2609.13427734375
43,2616.48095703125,0.4666587710380554,2616.014404296875
44,2623.40625,0.516534686088562,2622.8896484375
45,2630.3291015625,0.5701503753662109,2629.759033203125
46,2637.250732421875,0.6276950836181641,2636.623046875
47,2644.172607421875,0.6893416047096252,2643.483154296875
48,2651.09765625,0.7552360892295837,2650.342529296875
49,2658.03173828125,0.825488269329071,2657.206298828125
50,2664.98193359375,0.9001610279083252,2664.081787109375
51,2671.955810546875,0.9792616367340088,2670.9765625
52,2678.96240234375,1.0627317428588867,2677.899658203125
53,2686.010498046875,1.1504313945770264,2684.860107421875
54,2693.108642578125,1.242125391960144,2691.866455078125
55,2700.2626953125,1.3374786376953125,2698.92529296875
56,2707.476806640625,1.4360690116882324,2706.040771484375
57,2714.752685546875,1.5374189615249634,2713.21533203125
58,2722.085205078125,1.6410455703735352,2720.444091796875
59,2729.469482421875,1.7465177774429321,2727.722900390625
60,2736.89404296875,1.853496789932251,2735.04052734375
61,2744.35009765625,1.9617465734481812,2742.388427734375
62,2751.825927734375,2.0711171627044678,2749.7548828125
63,2759.3125,2.1815078258514404,2757.131103515625
64,2766.803466796875,2.2928245067596436,2764.5107421875
65,2774.29541015625,2.404940366744995,2771.890380859375
66,2781.78662109375,2.5176641941070557,2779.26904296875
67,2789.27978515625,2.6307146549224854,2786.649169921875
68,2796.777099609375,2.7437074184417725,2794.033447265625
69,2804.283447265625,2.8561415672302246,2801.42724609375
70,2811.802490234375,2.9674036502838135,2808.835205078125
71,2819.3388671875,3.0767784118652344,2816.26220703125
72,2826.89453125,3.1834888458251953,2823.7109375
73,2834.4697265625,3.2867538928985596,2831.182861328125
74,2842.062744140625,3.3858590126037598,2838.677001953125
75,2849.669677734375,3.480212688446045,2846.189453125
76,2857.2841796875,3.569387674331665,2853.71484375
77,2864.899658203125,3.6531293392181396,2861.24658203125
78,2872.509521484375,3.7313389778137207,2868.778076171875
79,2880.106201171875,3.804058074951172,2876.30224609375
80,2887.685546875,3.8714427947998047,2883.814208984375
81,2895.244384765625,3.9337549209594727,2891.310546875
82,2902.78173828125,3.991351366043091,2898.790283203125
83,2910.297119140625,4.044680595397949,2906.25244140625
84,2917.79443359375,4.094264984130859,2913.7001953125
85,2925.276123046875,4.140685081481934,2921.135498046875
86,2932.748291015625,4.18455171585083,2928.563720703125
87,2940.21630859375,4.226471424102783,2935.98974609375
88,2947.6845703125,4.267014503479004,2943.41748046875
89,2955.158935546875,4.306669235229492,2950.852294921875
90,2962.644775390625,4.345826148986816,2958.298828125
91,2970.147216796875,4.384756565093994,2965.762451171875
92,2977.671142578125,4.423617362976074,2973.24755859375
93,2985.220703125,4.462469100952148,2980.75830078125
94,2992.80078125,4.501303672790527,2988.299560546875
95,3000.414794921875,4.540072441101074,2995.874755859375
96,3008.06787109375,4.578721046447754,3003.4892578125
97,3015.7626953125,4.617214679718018,3011.1455078125
98,3023.504150390625,4.655556678771973,3018.8486328125
99,3031.29443359375,4.693800449371338,3026.6005859375
