epoch,total_loss,mse_0,mse_b,mse_f
0,588.7091064453125,0.1665395200252533,0.27819475531578064,0.7749150991439819
1,5700.38623046875,1.6596888303756714,16.727170944213867,173.47088623046875
2,570.2628784179688,0.17562225461006165,0.7146504521369934,1.8508925437927246
3,627.6697998046875,0.17534618079662323,0.8358877301216125,1.5453979969024658
4,559.7841796875,0.15720175206661224,0.49393871426582336,1.0467994213104248
5,493.6604919433594,0.14561018347740173,0.37085026502609253,0.9514751434326172
6,994.4955444335938,0.29925915598869324,2.1737899780273438,1.8162636756896973
7,746.614990234375,0.23121996223926544,1.2286994457244873,1.6575491428375244
8,456.3218688964844,0.138172447681427,0.005633520893752575,2.786323308944702
9,806.6714477539062,0.2258593887090683,1.1395364999771118,1.5540306568145752
10,873.7307739257812,0.24326935410499573,1.563029170036316,1.5254464149475098
11,566.224609375,0.15917673707008362,0.442240834236145,1.0657696723937988
12,543.2220458984375,0.15568898618221283,0.054898135364055634,0.2932921350002289
13,772.9458618164062,0.22374913096427917,0.8499442934989929,1.386009931564331
14,742.2730102539062,0.21812096238136292,1.1182811260223389,1.5695006847381592
15,475.2283020019531,0.14351604878902435,0.46532925963401794,1.454825520515442
16,396.7236633300781,0.11892062425613403,0.0030406664591282606,2.3515515327453613
17,651.9022827148438,0.18693310022354126,0.4157249927520752,2.2964675426483154
18,852.4907836914062,0.24095971882343292,0.9211606979370117,1.6810327768325806
19,721.7615356445312,0.20420320332050323,0.7128238081932068,1.8605660200119019
20,461.0811767578125,0.1327817440032959,0.17789241671562195,2.173060178756714
21,353.52484130859375,0.10529528558254242,0.014927061274647713,1.6788073778152466
22,452.1337585449219,0.13527774810791016,0.34948164224624634,1.3025691509246826
23,601.8759765625,0.17800842225551605,0.735199511051178,1.371409296989441
24,654.3091430664062,0.19163191318511963,0.7658218741416931,1.3514610528945923
25,599.7356567382812,0.17420805990695953,0.46585121750831604,0.9974411725997925
26,517.4739379882812,0.14899644255638123,0.1304425299167633,0.479126513004303
27,473.07965087890625,0.1349390149116516,0.0005819079815410078,0.26688867807388306
28,467.9134216308594,0.13240164518356323,0.08533234894275665,0.49239328503608704
29,464.41363525390625,0.13072770833969116,0.22067596018314362,0.8561429381370544
30,441.8982238769531,0.12438895553350449,0.2600352466106415,1.1967828273773193
31,417.8521728515625,0.1188836470246315,0.1863262802362442,1.6203538179397583
32,424.21148681640625,0.12351477146148682,0.0770435556769371,2.2074453830718994
33,472.4499206542969,0.1410650610923767,0.010772797279059887,2.8030858039855957
34,538.2227172851562,0.16342395544052124,0.005986083298921585,3.179579734802246
35,578.8172607421875,0.17711368203163147,0.026628853753209114,3.3002912998199463
36,567.9181518554688,0.1739710569381714,0.032678887248039246,3.2421951293945312
37,512.5823974609375,0.15626627206802368,0.01707027107477188,3.0126469135284424
38,442.53839111328125,0.1333293616771698,0.0013001018669456244,2.580658197402954
39,388.7793273925781,0.11494049429893494,0.009204616770148277,2.006535530090332
40,367.632568359375,0.10643007606267929,0.045423902571201324,1.4455353021621704
41,376.37091064453125,0.10730552673339844,0.09146564453840256,1.0184699296951294
42,399.243896484375,0.11303278803825378,0.11906740069389343,0.7315453886985779
43,418.75506591796875,0.11841115355491638,0.11040984839200974,0.5227862000465393
44,425.2273864746094,0.12046825885772705,0.07048969715833664,0.3455888330936432
45,419.7838134765625,0.11940483748912811,0.024117570370435715,0.20661908388137817
46,410.8849792480469,0.11760430037975311,0.0020867858547717333,0.1507783830165863
47,408.0067443847656,0.1177680715918541,0.025905106216669083,0.2174372524023056
48,416.1383056640625,0.12128094583749771,0.09777700155973434,0.40048226714134216
49,433.2752990722656,0.1274598091840744,0.19880317151546478,0.6429532170295715
50,451.64617919921875,0.13390964269638062,0.2961997985839844,0.8692731261253357
51,461.9550476074219,0.13778135180473328,0.35731759667396545,1.0237928628921509
52,458.21160888671875,0.13721445202827454,0.36360689997673035,1.0853770971298218
53,440.30792236328125,0.13211846351623535,0.3168260455131531,1.0601623058319092
54,413.3186340332031,0.12397979944944382,0.2353525608778,0.9712116718292236
55,384.68536376953125,0.11503080278635025,0.14461711049079895,0.8521396517753601
56,361.1768493652344,0.10734154284000397,0.06742816418409348,0.7400535941123962
57,346.94464111328125,0.10222891718149185,0.017998557537794113,0.665544331073761
58,343.0260009765625,0.10009352117776871,0.000539346132427454,0.6443262696266174
59,347.9349060058594,0.10058203339576721,0.011167696677148342,0.6756349205970764
60,358.733642578125,0.10289707779884338,0.041196417063474655,0.7472527027130127
61,372.0932922363281,0.10610862076282501,0.08030840754508972,0.84299635887146
62,385.090576171875,0.10939007997512817,0.11892353743314743,0.9487263560295105
63,395.669677734375,0.11215651035308838,0.1496434509754181,1.0553264617919922
64,402.78314208984375,0.11410826444625854,0.16789402067661285,1.1589869260787964
65,406.275390625,0.1151978150010109,0.17194896936416626,1.259814977645874
66,406.6001892089844,0.11554717272520065,0.16253234446048737,1.3597348928451538
67,404.4811706542969,0.11534832417964935,0.14218702912330627,1.4603657722473145
68,400.6196594238281,0.11477741599082947,0.11456587165594101,1.5613549947738647
69,395.5253601074219,0.11394629627466202,0.08376767486333847,1.6595104932785034
70,389.5060119628906,0.1129012182354927,0.05379963666200638,1.7488876581192017
71,382.7940673828125,0.11166290193796158,0.02820875309407711,1.8217222690582275
72,375.744140625,0.11028732359409332,0.009879689663648605,1.8698710203170776
73,369.0116271972656,0.10892088711261749,0.0009508859366178513,1.886386513710022
74,363.6307373046875,0.10782541334629059,0.0027619884349405766,1.86703622341156
75,360.931396484375,0.10735651850700378,0.015732482075691223,1.8117378950119019
76,362.2625427246094,0.10788644850254059,0.039107855409383774,1.7257239818572998
77,368.5181884765625,0.10967177152633667,0.07061385363340378,1.61977219581604
78,379.5466003417969,0.11268797516822815,0.10622680187225342,1.5085455179214478
79,393.6740417480469,0.1164950281381607,0.14041084051132202,1.4068334102630615
80,407.7276916503906,0.12023931741714478,0.1671028882265091,1.325211763381958
81,417.8490905761719,0.12287432700395584,0.18129582703113556,1.2677208185195923
82,420.9129333496094,0.12355127930641174,0.18053708970546722,1.2328336238861084
83,415.8170166015625,0.12197721004486084,0.16556870937347412,1.2162913084030151
84,403.8940124511719,0.11853098124265671,0.13984405994415283,1.2132961750030518
85,388.28424072265625,0.11408977210521698,0.10828625410795212,1.2190299034118652
86,372.7231140136719,0.10969074070453644,0.0759214535355568,1.228363275527954
87,360.3749694824219,0.10620512813329697,0.046878889203071594,1.236007571220398
88,353.1228332519531,0.10413984954357147,0.023937290534377098,1.2373089790344238
89,351.38275146484375,0.10358665883541107,0.008526883088052273,1.2288700342178345
90,354.3022155761719,0.10427998006343842,0.00097343057859689,1.208359956741333
91,360.1792297363281,0.10571850836277008,0.0007862754864618182,1.1739193201065063
92,367.0049133300781,0.1073232889175415,0.006884572561830282,1.124104619026184
93,373.0425720214844,0.10860666632652283,0.017752163112163544,1.0587271451950073
94,377.2987976074219,0.10930868983268738,0.03156470134854317,0.9799478054046631
95,379.70684814453125,0.1094474047422409,0.04633486270904541,0.8926312327384949
96,380.9302673339844,0.10925688594579697,0.060091644525527954,0.8034713864326477
97,381.8739929199219,0.10903935879468918,0.07107805460691452,0.719234824180603
98,383.1361389160156,0.10900142788887024,0.07793477177619934,0.6449660062789917
99,384.6564636230469,0.1091497540473938,0.079838827252388,0.5829690098762512
