optimizer,qn_method,qn_method_bfgs,tf_iter,newton_iter,error_u,final_training_loss,final_lbfgs_loss
quasi-newton,BFGS,SSBroyden2,10000,10000,0.0003413873458643674,6.578389729838818e-05,1.4669629955221808e-09
