step,loss
0,0.38851210474967957
1,0.3858244717121124
2,0.384591281414032
3,0.38388314843177795
4,0.38265112042427063
5,0.38152754306793213
6,0.3798956573009491
7,0.37697604298591614
8,0.37522831559181213
9,0.37211522459983826
10,0.3668797016143799
11,0.3593156039714813
12,0.35492411255836487
13,0.3520570695400238
14,0.3468341529369354
15,0.33775565028190613
16,0.32448098063468933
17,0.3187601566314697
18,0.315646767616272
19,0.31148695945739746
20,0.30782532691955566
21,0.3035367429256439
22,0.2960706949234009
23,0.2868994176387787
24,0.2785487771034241
25,0.27504387497901917
26,0.27066004276275635
27,0.2667272090911865
28,0.26291632652282715
29,0.25777482986450195
30,0.2509688138961792
31,0.24150317907333374
32,0.2263093888759613
33,0.2180449217557907
34,0.21259957551956177
35,0.2079973816871643
36,0.20405711233615875
37,0.20083341002464294
38,0.19728843867778778
39,0.1933715045452118
40,0.18798591196537018
41,0.18030041456222534
42,0.1758320927619934
43,0.17041370272636414
44,0.16620224714279175
45,0.16131119430065155
46,0.15975531935691833
47,0.15686464309692383
48,0.15148362517356873
49,0.14295420050621033
