optimizer,qn_method,qn_method_bfgs,tf_iter,newton_iter,error_u,final_training_loss,final_lbfgs_loss
quasi-newton,BFGS,SSBFGS_AB,10000,10000,0.00012590637572244207,0.040403708815574646,1.3614281897389446e-06
