epoch,total_loss,mse_0,mse_b,mse_f
0,643.9528198242188,0.17112819850444794,0.29266107082366943,0.6295687556266785
1,520.6517944335938,0.13887901604175568,0.1363910734653473,0.3099013566970825
2,525.4541015625,0.14095473289489746,0.2861669957637787,0.6802782416343689
3,441.742919921875,0.1188812404870987,0.11799247562885284,0.5153897404670715
4,388.74267578125,0.10508771240711212,0.004594958387315273,0.49204400181770325
5,391.4903259277344,0.10645423084497452,0.03154508396983147,0.7457514405250549
6,415.6523132324219,0.11374771595001221,0.10300641506910324,1.0616750717163086
7,427.2174072265625,0.1177140474319458,0.12385622411966324,1.2872428894042969
8,421.6446838378906,0.11701083928346634,0.08865011483430862,1.428903341293335
9,409.7001953125,0.11444882303476334,0.03736460953950882,1.5227441787719727
10,401.22210693359375,0.11262141168117523,0.004723330028355122,1.5813524723052979
11,399.7664794921875,0.112455815076828,0.003323841141536832,1.6025022268295288
12,403.3356018066406,0.11340634524822235,0.02604883350431919,1.5837105512619019
13,407.4090576171875,0.11427123844623566,0.05605890601873398,1.5259908437728882
14,408.174072265625,0.11406175047159195,0.07770981639623642,1.432173490524292
15,404.3916320800781,0.11249713599681854,0.08333687484264374,1.3062667846679688
16,397.2570495605469,0.1099558025598526,0.07356974482536316,1.1543818712234497
17,389.1973876953125,0.10714268684387207,0.05398332327604294,0.9865208268165588
18,382.7084045410156,0.10477270185947418,0.03164733201265335,0.8170010447502136
19,379.6030578613281,0.10336834192276001,0.012877034954726696,0.6625894904136658
20,380.60845947265625,0.10315236449241638,0.00201336108148098,0.5388779044151306
21,385.2107238769531,0.10400596261024475,0.0007215825608000159,0.4558272361755371
22,391.79949951171875,0.10550595819950104,0.0076637365855276585,0.41426509618759155
23,398.21929931640625,0.10707197338342667,0.019023625180125237,0.406247615814209
24,402.57354736328125,0.10818549990653992,0.03018200956285,0.42001673579216003
25,403.8332824707031,0.10855815559625626,0.03761501610279083,0.44580069184303284
26,401.9536437988281,0.10816650092601776,0.039798930287361145,0.4785042405128479
27,397.61993408203125,0.1071847677230835,0.0370161309838295,0.5171963572502136
28,391.8821716308594,0.10588620603084564,0.03066045418381691,0.5632600784301758
29,385.84136962890625,0.10455780476331711,0.02253420650959015,0.6185674071311951
30,380.4404296875,0.10344336926937103,0.014343089424073696,0.6842052936553955
